skin_tone,eye_color,hair_color,primary_season,color_palette,palette_name,noisy_color_palette,noisy_palette_name
mediumTan,brown,brown,Autumn,"['warm brown', 'mustard', 'golden yellow', 'pastel blue', 'jewel blue']",Palette_2f61bc40,"['light warm brown', 'dark mustard', 'golden yellow', 'bright pastel blue', 'dark jewel blue']",Palette_4f3e969d
fairLight,blue,red,Spring,"['warm green', 'golden yellow', 'soft pink', 'warm brown', 'bright red']",Palette_1c7c1b57,"['light warm green', 'light golden yellow', 'muted soft pink', 'muted warm brown', 'bright red']",Palette_18cd2c4c
fairLight,green,blonde,Spring,"['clear turquoise', 'peach', 'grey', 'orange', 'black']",Palette_ccf607fe,"['muted clear turquoise', 'dark peach', 'grey', 'bright orange', 'dark black']",Palette_e0e11f0a
medium,brown,brown,Autumn,"['deep red', 'warm brown', 'peach', 'pastel blue', 'navy']",Palette_d66471b5,"['muted deep red', 'muted warm brown', 'dark peach', 'bright pastel blue', 'dark navy']",Palette_82f2f0ba
light,green,blonde,Spring,"['peach', 'golden yellow', 'soft pink', 'warm brown', 'white']",Palette_8cf2ba5a,"['muted peach', 'light golden yellow', 'muted soft pink', 'dark warm brown', 'dark white']",Palette_6dc9648b
tan,brown,black,Spring,"['golden yellow', 'clear turquoise', 'soft pink', 'olive green', 'navy']",Palette_598ee3a3,"['light golden yellow', 'light clear turquoise', 'dark soft pink', 'muted olive green', 'muted navy']",Palette_67beb851
light,hazel,brown,Summer,"['soft green', 'soft pink', 'warm green', 'orange', 'black']",Palette_4774bb1e,"['light soft green', 'light soft pink', 'warm green', 'dark orange', 'dark black']",Palette_055d58da
light,blue,blonde,Spring,"['coral', 'warm green', 'lavender', 'deep red', 'jewel blue']",Palette_c765142d,"['bright coral', 'warm green', 'muted lavender', 'bright deep red', 'bright jewel blue']",Palette_91f352b2
light,green,brown,Summer,"['grey', 'pastel blue', 'warm green', 'deep red', 'bright red']",Palette_7d87b6c0,"['grey', 'light pastel blue', 'dark warm green', 'dark deep red', 'muted bright red']",Palette_f2b02655
fairLight,brown,brown,Summer,"['pastel blue', 'soft green', 'coral', 'olive green', 'white']",Palette_457a421f,"['muted pastel blue', 'muted soft green', 'bright coral', 'light olive green', 'bright white']",Palette_cd3ecab9
tan,brown,brown,Autumn,"['orange', 'deep red', 'coral', 'lavender', 'black']",Palette_b83c8d3c,"['bright orange', 'bright deep red', 'light coral', 'light lavender', 'bright black']",Palette_ccbee61d
lightMedium,brown,black,Spring,"['golden yellow', 'peach', 'soft pink', 'orange', 'jewel blue']",Palette_4f491208,"['light golden yellow', 'muted peach', 'muted soft pink', 'orange', 'light jewel blue']",Palette_19699161
light,brown,brown,Summer,"['grey', 'soft green', 'coral', 'olive green', 'navy']",Palette_8c634c45,"['grey', 'light soft green', 'coral', 'dark olive green', 'bright navy']",Palette_425ad275
mediumTan,green,brown,Autumn,"['warm brown', 'olive green', 'coral', 'soft pink', 'jewel blue']",Palette_13ce5d5b,"['dark warm brown', 'dark olive green', 'bright coral', 'muted soft pink', 'jewel blue']",Palette_c6e63023
fair,green,red,Spring,"['clear turquoise', 'warm green', 'pastel blue', 'olive green', 'jewel blue']",Palette_60caabd9,"['bright clear turquoise', 'warm green', 'dark pastel blue', 'olive green', 'jewel blue']",Palette_8bbdc1cb
lightMedium,green,brown,Autumn,"['orange', 'olive green', 'peach', 'soft green', 'white']",Palette_8636f8bb,"['light orange', 'olive green', 'bright peach', 'muted soft green', 'bright white']",Palette_269aca8b
fair,brown,Other,Summer,"['lavender', 'soft green', 'coral', 'mustard', 'black']",Palette_32b93030,"['muted lavender', 'bright soft green', 'dark coral', 'dark mustard', 'light black']",Palette_39fbcded
light,brown,brown,Summer,"['lavender', 'soft green', 'coral', 'orange', 'jewel blue']",Palette_29386d6a,"['bright lavender', 'dark soft green', 'bright coral', 'orange', 'bright jewel blue']",Palette_405e381a
fairLight,brown,brown,Summer,"['lavender', 'grey', 'warm green', 'olive green', 'jewel blue']",Palette_3420d315,"['lavender', 'dark grey', 'dark warm green', 'dark olive green', 'jewel blue']",Palette_1773cc39
mediumTan,brown,brown,Autumn,"['orange', 'mustard', 'peach', 'soft green', 'bright red']",Palette_7a8bfbd9,"['bright orange', 'mustard', 'dark peach', 'muted soft green', 'bright red']",Palette_309f4f17
lightMedium,blue,blonde,Spring,"['golden yellow', 'clear turquoise', 'soft green', 'orange', 'jewel blue']",Palette_04d07f60,"['dark golden yellow', 'muted clear turquoise', 'soft green', 'bright orange', 'dark jewel blue']",Palette_d6daf9b5
lightMedium,brown,brown,Autumn,"['olive green', 'deep red', 'coral', 'pastel blue', 'bright red']",Palette_dd01fe54,"['muted olive green', 'light deep red', 'light coral', 'bright pastel blue', 'bright red']",Palette_98c873d2
fair,hazel,blonde,Spring,"['clear turquoise', 'coral', 'lavender', 'olive green', 'jewel blue']",Palette_76d8f307,"['light clear turquoise', 'light coral', 'dark lavender', 'light olive green', 'dark jewel blue']",Palette_0d391fe5
light,green,brown,Summer,"['lavender', 'grey', 'warm green', 'olive green', 'navy']",Palette_9ed506a0,"['dark lavender', 'light grey', 'dark warm green', 'olive green', 'light navy']",Palette_262bae7e
medium,brown,brown,Autumn,"['warm brown', 'orange', 'clear turquoise', 'lavender', 'bright red']",Palette_ae9d26e0,"['muted warm brown', 'muted orange', 'muted clear turquoise', 'light lavender', 'light bright red']",Palette_497598cf
medium,brown,brown,Autumn,"['warm brown', 'deep red', 'golden yellow', 'soft green', 'bright red']",Palette_b2ad0d97,"['dark warm brown', 'light deep red', 'bright golden yellow', 'soft green', 'bright red']",Palette_7f59202c
lightMedium,brown,black,Spring,"['warm green', 'golden yellow', 'grey', 'warm brown', 'jewel blue']",Palette_5d072751,"['bright warm green', 'dark golden yellow', 'grey', 'warm brown', 'dark jewel blue']",Palette_84082d66
lightMedium,blue,blonde,Spring,"['clear turquoise', 'warm green', 'lavender', 'deep red', 'navy']",Palette_a0611fc8,"['muted clear turquoise', 'dark warm green', 'bright lavender', 'bright deep red', 'navy']",Palette_2695675c
fair,hazel,blonde,Spring,"['clear turquoise', 'golden yellow', 'lavender', 'warm brown', 'navy']",Palette_b6769926,"['dark clear turquoise', 'bright golden yellow', 'bright lavender', 'bright warm brown', 'bright navy']",Palette_122a0add
lightMedium,brown,blonde,Spring,"['warm green', 'coral', 'lavender', 'orange', 'black']",Palette_ea63e357,"['light warm green', 'coral', 'bright lavender', 'light orange', 'light black']",Palette_bd04e7df
mediumTan,brown,black,Spring,"['coral', 'golden yellow', 'soft green', 'warm brown', 'navy']",Palette_7fffbf3b,"['dark coral', 'golden yellow', 'soft green', 'bright warm brown', 'bright navy']",Palette_57ff9a61
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'golden yellow', 'soft pink', 'navy']",Palette_deb8cc52,"['muted olive green', 'bright mustard', 'golden yellow', 'bright soft pink', 'muted navy']",Palette_5482844d
light,hazel,brown,Summer,"['soft green', 'lavender', 'peach', 'orange', 'navy']",Palette_44dfe7e5,"['bright soft green', 'muted lavender', 'light peach', 'dark orange', 'navy']",Palette_99671fd2
mediumTan,brown,black,Spring,"['golden yellow', 'warm green', 'grey', 'mustard', 'black']",Palette_1e115a34,"['light golden yellow', 'muted warm green', 'muted grey', 'dark mustard', 'dark black']",Palette_fb2d6858
light,brown,black,Summer,"['pastel blue', 'soft green', 'clear turquoise', 'deep red', 'navy']",Palette_346ce1e4,"['bright pastel blue', 'soft green', 'clear turquoise', 'bright deep red', 'bright navy']",Palette_5fe09904
fair,blue,blonde,Spring,"['clear turquoise', 'golden yellow', 'pastel blue', 'warm brown', 'jewel blue']",Palette_c729c63f,"['muted clear turquoise', 'light golden yellow', 'dark pastel blue', 'warm brown', 'light jewel blue']",Palette_0e326761
medium,brown,brown,Autumn,"['deep red', 'orange', 'warm green', 'soft pink', 'jewel blue']",Palette_13ff6897,"['dark deep red', 'muted orange', 'light warm green', 'muted soft pink', 'muted jewel blue']",Palette_dae7f75a
fairLight,hazel,brown,Summer,"['grey', 'soft green', 'coral', 'warm brown', 'white']",Palette_b759148c,"['grey', 'light soft green', 'light coral', 'warm brown', 'white']",Palette_2148b68e
fair,brown,brown,Summer,"['soft green', 'grey', 'golden yellow', 'warm brown', 'bright red']",Palette_4b584fa0,"['soft green', 'muted grey', 'golden yellow', 'light warm brown', 'bright bright red']",Palette_a522bbf7
fairLight,green,blonde,Spring,"['golden yellow', 'coral', 'grey', 'warm brown', 'navy']",Palette_d18689ce,"['bright golden yellow', 'dark coral', 'muted grey', 'muted warm brown', 'dark navy']",Palette_71412fa8
fair,blue,red,Spring,"['coral', 'warm green', 'pastel blue', 'olive green', 'bright red']",Palette_ad10dada,"['dark coral', 'dark warm green', 'light pastel blue', 'olive green', 'light bright red']",Palette_f629c1ff
fair,blue,brown,Summer,"['soft pink', 'grey', 'warm green', 'olive green', 'bright red']",Palette_9b1c00bd,"['bright soft pink', 'muted grey', 'dark warm green', 'bright olive green', 'bright red']",Palette_672e9203
fair,brown,blonde,Summer,"['pastel blue', 'soft pink', 'peach', 'orange', 'white']",Palette_090b96d0,"['pastel blue', 'soft pink', 'light peach', 'light orange', 'bright white']",Palette_e955bb37
fair,hazel,brown,Summer,"['pastel blue', 'lavender', 'peach', 'deep red', 'jewel blue']",Palette_e6c3e434,"['light pastel blue', 'dark lavender', 'bright peach', 'dark deep red', 'light jewel blue']",Palette_d8806d7f
mediumTan,brown,black,Spring,"['warm green', 'golden yellow', 'pastel blue', 'orange', 'navy']",Palette_238f53d0,"['muted warm green', 'muted golden yellow', 'muted pastel blue', 'dark orange', 'light navy']",Palette_de989f83
light,blue,auburn,Spring,"['golden yellow', 'clear turquoise', 'soft green', 'olive green', 'bright red']",Palette_ddb589d3,"['muted golden yellow', 'light clear turquoise', 'soft green', 'bright olive green', 'muted bright red']",Palette_d837e652
fair,brown,black,Summer,"['soft pink', 'grey', 'peach', 'deep red', 'black']",Palette_4a6a38c0,"['bright soft pink', 'grey', 'muted peach', 'muted deep red', 'bright black']",Palette_3adf6eee
fair,Other,blonde,Summer,"['pastel blue', 'grey', 'warm green', 'deep red', 'white']",Palette_89f00e62,"['pastel blue', 'light grey', 'bright warm green', 'light deep red', 'muted white']",Palette_b2be1797
light,blue,blonde,Spring,"['golden yellow', 'coral', 'soft green', 'orange', 'navy']",Palette_19ed2ed0,"['golden yellow', 'light coral', 'light soft green', 'dark orange', 'bright navy']",Palette_63e03b8a
fairLight,blue,blonde,Spring,"['coral', 'golden yellow', 'lavender', 'warm brown', 'bright red']",Palette_7ecfc1f4,"['muted coral', 'golden yellow', 'light lavender', 'bright warm brown', 'bright red']",Palette_bffc33a7
deep,brown,brown,Winter,"['white', 'bright red', 'warm green', 'grey', 'warm brown']",Palette_35a9b03a,"['muted white', 'bright bright red', 'bright warm green', 'bright grey', 'warm brown']",Palette_4a23d630
light,blue,blonde,Spring,"['peach', 'golden yellow', 'pastel blue', 'mustard', 'navy']",Palette_eb602caf,"['bright peach', 'muted golden yellow', 'dark pastel blue', 'light mustard', 'navy']",Palette_6071e23f
fair,hazel,brown,Summer,"['lavender', 'grey', 'warm green', 'deep red', 'navy']",Palette_ee25806b,"['bright lavender', 'grey', 'light warm green', 'bright deep red', 'bright navy']",Palette_2603c247
light,brown,blonde,Summer,"['lavender', 'pastel blue', 'golden yellow', 'mustard', 'navy']",Palette_de23724d,"['bright lavender', 'muted pastel blue', 'light golden yellow', 'mustard', 'light navy']",Palette_d1cd90e0
lightMedium,brown,brown,Autumn,"['warm brown', 'orange', 'coral', 'soft green', 'white']",Palette_0ce84cc6,"['dark warm brown', 'bright orange', 'muted coral', 'bright soft green', 'muted white']",Palette_61728488
medium,blue,blonde,Spring,"['golden yellow', 'coral', 'grey', 'mustard', 'black']",Palette_cf50b804,"['muted golden yellow', 'dark coral', 'muted grey', 'dark mustard', 'black']",Palette_13188524
light,blue,blonde,Spring,"['warm green', 'peach', 'lavender', 'mustard', 'white']",Palette_6dd13391,"['light warm green', 'light peach', 'light lavender', 'light mustard', 'dark white']",Palette_2f196900
fair,hazel,blonde,Spring,"['golden yellow', 'clear turquoise', 'lavender', 'olive green', 'bright red']",Palette_ade28e8b,"['light golden yellow', 'dark clear turquoise', 'light lavender', 'light olive green', 'muted bright red']",Palette_e93442b9
light,green,brown,Summer,"['pastel blue', 'soft green', 'warm green', 'deep red', 'jewel blue']",Palette_1f235c1a,"['muted pastel blue', 'light soft green', 'light warm green', 'light deep red', 'muted jewel blue']",Palette_d293a86c
fair,brown,black,Summer,"['lavender', 'soft green', 'warm green', 'olive green', 'navy']",Palette_3c55be7e,"['muted lavender', 'bright soft green', 'warm green', 'olive green', 'navy']",Palette_22220118
light,blue,blonde,Spring,"['coral', 'clear turquoise', 'grey', 'orange', 'jewel blue']",Palette_dbee4e8d,"['muted coral', 'bright clear turquoise', 'dark grey', 'muted orange', 'muted jewel blue']",Palette_1a4d8a0f
fair,brown,brown,Summer,"['soft pink', 'lavender', 'clear turquoise', 'orange', 'bright red']",Palette_7cc014c7,"['bright soft pink', 'dark lavender', 'light clear turquoise', 'bright orange', 'bright bright red']",Palette_b1b69432
light,hazel,blonde,Spring,"['peach', 'warm green', 'pastel blue', 'mustard', 'navy']",Palette_ccd4c268,"['bright peach', 'warm green', 'dark pastel blue', 'muted mustard', 'dark navy']",Palette_25d00c6e
fair,blue,blonde,Spring,"['warm green', 'peach', 'lavender', 'warm brown', 'bright red']",Palette_5df8977d,"['muted warm green', 'bright peach', 'light lavender', 'warm brown', 'bright bright red']",Palette_e9b8c4ee
fairLight,hazel,blonde,Spring,"['clear turquoise', 'coral', 'grey', 'orange', 'bright red']",Palette_ff5cd362,"['light clear turquoise', 'light coral', 'light grey', 'light orange', 'bright bright red']",Palette_c97dae68
medium,brown,brown,Autumn,"['orange', 'mustard', 'golden yellow', 'lavender', 'navy']",Palette_5fa0b4d9,"['light orange', 'light mustard', 'light golden yellow', 'muted lavender', 'navy']",Palette_068093cc
light,brown,brown,Summer,"['lavender', 'soft green', 'coral', 'orange', 'black']",Palette_74e51d3f,"['lavender', 'dark soft green', 'light coral', 'bright orange', 'black']",Palette_a14d18bb
lightMedium,blue,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft pink', 'deep red', 'bright red']",Palette_4ab597b3,"['light clear turquoise', 'dark golden yellow', 'light soft pink', 'bright deep red', 'light bright red']",Palette_da7b2ffc
light,green,blonde,Spring,"['coral', 'clear turquoise', 'lavender', 'olive green', 'navy']",Palette_f0d255af,"['bright coral', 'bright clear turquoise', 'lavender', 'bright olive green', 'light navy']",Palette_52aa2878
lightMedium,brown,black,Spring,"['golden yellow', 'peach', 'soft pink', 'orange', 'navy']",Palette_9f9bc9a0,"['dark golden yellow', 'bright peach', 'bright soft pink', 'dark orange', 'navy']",Palette_dcf7873a
fairLight,blue,black,Summer,"['soft green', 'pastel blue', 'clear turquoise', 'deep red', 'navy']",Palette_c1618a76,"['muted soft green', 'dark pastel blue', 'muted clear turquoise', 'deep red', 'light navy']",Palette_a35ce888
mediumTan,green,brown,Autumn,"['olive green', 'warm brown', 'clear turquoise', 'soft green', 'jewel blue']",Palette_5793dcfa,"['dark olive green', 'bright warm brown', 'muted clear turquoise', 'light soft green', 'light jewel blue']",Palette_8dec8636
fair,brown,brown,Summer,"['pastel blue', 'grey', 'warm green', 'olive green', 'bright red']",Palette_1d63a836,"['pastel blue', 'bright grey', 'bright warm green', 'dark olive green', 'light bright red']",Palette_01a4367c
fair,brown,brown,Summer,"['soft pink', 'grey', 'peach', 'olive green', 'jewel blue']",Palette_f8341a23,"['bright soft pink', 'light grey', 'bright peach', 'bright olive green', 'jewel blue']",Palette_122a95c2
mediumTan,hazel,black,Spring,"['peach', 'clear turquoise', 'grey', 'deep red', 'navy']",Palette_b268ed3d,"['dark peach', 'dark clear turquoise', 'bright grey', 'light deep red', 'light navy']",Palette_997907ec
lightMedium,brown,brown,Autumn,"['olive green', 'deep red', 'coral', 'lavender', 'bright red']",Palette_50d6d940,"['dark olive green', 'light deep red', 'coral', 'lavender', 'muted bright red']",Palette_5d10bb56
fair,blue,brown,Summer,"['grey', 'soft pink', 'peach', 'orange', 'white']",Palette_d83b9494,"['bright grey', 'muted soft pink', 'muted peach', 'dark orange', 'light white']",Palette_965a512f
fair,hazel,brown,Summer,"['soft green', 'lavender', 'warm green', 'warm brown', 'black']",Palette_37535f87,"['soft green', 'bright lavender', 'light warm green', 'light warm brown', 'muted black']",Palette_4d191c0c
light,blue,blonde,Spring,"['warm green', 'coral', 'lavender', 'orange', 'jewel blue']",Palette_d1793147,"['dark warm green', 'light coral', 'dark lavender', 'orange', 'bright jewel blue']",Palette_e4eb4474
light,green,brown,Summer,"['pastel blue', 'grey', 'peach', 'orange', 'bright red']",Palette_cfcd9f0d,"['muted pastel blue', 'dark grey', 'light peach', 'light orange', 'dark bright red']",Palette_af2c8cdb
fair,hazel,brown,Summer,"['soft pink', 'soft green', 'golden yellow', 'orange', 'jewel blue']",Palette_a8b325d0,"['bright soft pink', 'light soft green', 'light golden yellow', 'bright orange', 'light jewel blue']",Palette_28c122c8
light,brown,brown,Summer,"['pastel blue', 'soft green', 'coral', 'orange', 'navy']",Palette_6915630f,"['muted pastel blue', 'bright soft green', 'dark coral', 'bright orange', 'light navy']",Palette_7dd906af
lightMedium,brown,black,Spring,"['warm green', 'peach', 'soft pink', 'deep red', 'jewel blue']",Palette_619435f9,"['muted warm green', 'light peach', 'muted soft pink', 'bright deep red', 'bright jewel blue']",Palette_e39505c3
light,brown,black,Summer,"['lavender', 'soft green', 'clear turquoise', 'warm brown', 'bright red']",Palette_c0e53352,"['dark lavender', 'dark soft green', 'dark clear turquoise', 'bright warm brown', 'muted bright red']",Palette_35d3c706
lightMedium,blue,brown,Spring,"['peach', 'clear turquoise', 'lavender', 'olive green', 'navy']",Palette_1de19f54,"['dark peach', 'clear turquoise', 'lavender', 'olive green', 'light navy']",Palette_1f85e5d1
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'coral', 'lavender', 'white']",Palette_f5e01101,"['orange', 'dark deep red', 'light coral', 'muted lavender', 'white']",Palette_990a0120
light,blue,blonde,Spring,"['warm green', 'clear turquoise', 'soft green', 'warm brown', 'black']",Palette_e71ffff7,"['dark warm green', 'muted clear turquoise', 'light soft green', 'bright warm brown', 'dark black']",Palette_6b7c20a8
deep,brown,brown,Winter,"['bright red', 'white', 'golden yellow', 'soft pink', 'deep red']",Palette_bcf40995,"['light bright red', 'light white', 'bright golden yellow', 'muted soft pink', 'light deep red']",Palette_975e45b0
light,brown,brown,Summer,"['lavender', 'grey', 'peach', 'warm brown', 'white']",Palette_ddca2808,"['muted lavender', 'dark grey', 'light peach', 'light warm brown', 'bright white']",Palette_c1cda723
fairLight,blue,brown,Summer,"['soft pink', 'grey', 'clear turquoise', 'deep red', 'jewel blue']",Palette_ce800d95,"['bright soft pink', 'grey', 'bright clear turquoise', 'muted deep red', 'bright jewel blue']",Palette_0911f3aa
lightMedium,brown,brown,Autumn,"['warm brown', 'mustard', 'golden yellow', 'grey', 'bright red']",Palette_fcac2a83,"['warm brown', 'bright mustard', 'light golden yellow', 'dark grey', 'dark bright red']",Palette_6f455217
light,brown,black,Summer,"['lavender', 'pastel blue', 'golden yellow', 'mustard', 'bright red']",Palette_9e8071fb,"['dark lavender', 'dark pastel blue', 'light golden yellow', 'bright mustard', 'light bright red']",Palette_643c85b7
tan,brown,black,Spring,"['golden yellow', 'warm green', 'soft green', 'warm brown', 'navy']",Palette_d6594453,"['light golden yellow', 'muted warm green', 'muted soft green', 'warm brown', 'muted navy']",Palette_510c1fd8
medium,brown,black,Spring,"['golden yellow', 'peach', 'soft pink', 'warm brown', 'jewel blue']",Palette_be661af4,"['muted golden yellow', 'dark peach', 'muted soft pink', 'muted warm brown', 'bright jewel blue']",Palette_3e1815f3
light,green,auburn,Spring,"['clear turquoise', 'coral', 'lavender', 'deep red', 'black']",Palette_dae61528,"['bright clear turquoise', 'coral', 'bright lavender', 'deep red', 'light black']",Palette_09db2344
lightMedium,green,brown,Autumn,"['mustard', 'olive green', 'warm green', 'pastel blue', 'jewel blue']",Palette_bc9cf39e,"['bright mustard', 'bright olive green', 'muted warm green', 'bright pastel blue', 'bright jewel blue']",Palette_12f69adc
medium,brown,brown,Autumn,"['olive green', 'mustard', 'clear turquoise', 'soft pink', 'bright red']",Palette_4d9a92e0,"['light olive green', 'mustard', 'bright clear turquoise', 'light soft pink', 'bright red']",Palette_3036272f
fair,blue,blonde,Spring,"['peach', 'coral', 'soft pink', 'mustard', 'white']",Palette_d3df4127,"['peach', 'dark coral', 'bright soft pink', 'muted mustard', 'light white']",Palette_ba1d8717
fair,blue,blonde,Spring,"['clear turquoise', 'coral', 'pastel blue', 'orange', 'jewel blue']",Palette_b99f2352,"['bright clear turquoise', 'dark coral', 'light pastel blue', 'light orange', 'light jewel blue']",Palette_d662b45c
lightMedium,blue,brown,Spring,"['peach', 'coral', 'pastel blue', 'orange', 'navy']",Palette_98529cc0,"['dark peach', 'dark coral', 'muted pastel blue', 'orange', 'light navy']",Palette_fbcf55d8
fair,green,brown,Summer,"['grey', 'lavender', 'golden yellow', 'warm brown', 'bright red']",Palette_5f353b0f,"['grey', 'lavender', 'golden yellow', 'light warm brown', 'dark bright red']",Palette_6dbd92a4
deep,brown,brown,Winter,"['navy', 'jewel blue', 'golden yellow', 'soft pink', 'warm brown']",Palette_c7d84743,"['muted navy', 'muted jewel blue', 'muted golden yellow', 'bright soft pink', 'bright warm brown']",Palette_0ec0e530
mediumTan,brown,brown,Autumn,"['mustard', 'warm brown', 'warm green', 'lavender', 'navy']",Palette_7ffa6b1e,"['bright mustard', 'light warm brown', 'muted warm green', 'bright lavender', 'muted navy']",Palette_7ade2f66
tan,brown,brown,Autumn,"['olive green', 'warm brown', 'golden yellow', 'soft green', 'bright red']",Palette_eb471bf3,"['light olive green', 'dark warm brown', 'muted golden yellow', 'muted soft green', 'light bright red']",Palette_0d3c76b0
fair,brown,brown,Summer,"['soft pink', 'pastel blue', 'peach', 'warm brown', 'navy']",Palette_b7346458,"['light soft pink', 'muted pastel blue', 'bright peach', 'light warm brown', 'muted navy']",Palette_d30f7dc8
fair,brown,brown,Summer,"['soft green', 'soft pink', 'golden yellow', 'mustard', 'bright red']",Palette_466970ea,"['muted soft green', 'dark soft pink', 'dark golden yellow', 'mustard', 'bright bright red']",Palette_ca0397b8
mediumTan,brown,auburn,Autumn,"['mustard', 'deep red', 'warm green', 'soft green', 'navy']",Palette_80800313,"['bright mustard', 'dark deep red', 'dark warm green', 'muted soft green', 'navy']",Palette_1e44426b
light,brown,black,Summer,"['soft green', 'lavender', 'peach', 'olive green', 'navy']",Palette_8a427412,"['light soft green', 'lavender', 'bright peach', 'bright olive green', 'light navy']",Palette_a77dbb9c
lightMedium,brown,black,Spring,"['clear turquoise', 'golden yellow', 'lavender', 'mustard', 'black']",Palette_9795d117,"['dark clear turquoise', 'muted golden yellow', 'muted lavender', 'dark mustard', 'dark black']",Palette_a066627a
lightMedium,blue,brown,Spring,"['coral', 'golden yellow', 'lavender', 'mustard', 'black']",Palette_38c65af4,"['coral', 'light golden yellow', 'bright lavender', 'mustard', 'muted black']",Palette_c81d609b
mediumTan,brown,brown,Autumn,"['deep red', 'mustard', 'golden yellow', 'pastel blue', 'white']",Palette_315b0c71,"['muted deep red', 'bright mustard', 'dark golden yellow', 'muted pastel blue', 'bright white']",Palette_8dd859fb
lightMedium,brown,black,Spring,"['peach', 'coral', 'pastel blue', 'mustard', 'black']",Palette_47507575,"['bright peach', 'dark coral', 'dark pastel blue', 'bright mustard', 'black']",Palette_f49123b4
mediumTan,brown,brown,Autumn,"['olive green', 'deep red', 'coral', 'pastel blue', 'jewel blue']",Palette_41766cc1,"['olive green', 'bright deep red', 'bright coral', 'pastel blue', 'bright jewel blue']",Palette_6e5c26a4
mediumTan,brown,brown,Autumn,"['warm brown', 'mustard', 'peach', 'lavender', 'navy']",Palette_a3fcaecd,"['light warm brown', 'dark mustard', 'muted peach', 'muted lavender', 'dark navy']",Palette_bab4c7be
lightMedium,brown,black,Spring,"['peach', 'coral', 'grey', 'mustard', 'jewel blue']",Palette_895906b9,"['dark peach', 'bright coral', 'dark grey', 'muted mustard', 'jewel blue']",Palette_e0de2c55
light,brown,brown,Summer,"['grey', 'pastel blue', 'golden yellow', 'olive green', 'navy']",Palette_59ea265c,"['muted grey', 'light pastel blue', 'dark golden yellow', 'bright olive green', 'muted navy']",Palette_bcec012b
lightMedium,brown,brown,Autumn,"['mustard', 'warm brown', 'golden yellow', 'lavender', 'bright red']",Palette_7b975970,"['light mustard', 'light warm brown', 'golden yellow', 'muted lavender', 'light bright red']",Palette_9714f902
tan,brown,black,Spring,"['peach', 'warm green', 'lavender', 'mustard', 'black']",Palette_7653bfae,"['muted peach', 'muted warm green', 'bright lavender', 'muted mustard', 'muted black']",Palette_8c864b6d
medium,brown,brown,Autumn,"['orange', 'warm brown', 'warm green', 'pastel blue', 'navy']",Palette_4f88cf87,"['orange', 'muted warm brown', 'bright warm green', 'dark pastel blue', 'bright navy']",Palette_f6d37ed3
light,brown,auburn,Summer,"['grey', 'soft green', 'clear turquoise', 'warm brown', 'black']",Palette_0647c421,"['light grey', 'dark soft green', 'light clear turquoise', 'light warm brown', 'black']",Palette_0662bd99
medium,brown,brown,Autumn,"['olive green', 'deep red', 'peach', 'lavender', 'bright red']",Palette_e72358c7,"['muted olive green', 'light deep red', 'light peach', 'light lavender', 'muted bright red']",Palette_8619172e
light,brown,brown,Summer,"['grey', 'pastel blue', 'coral', 'mustard', 'navy']",Palette_fd7811f9,"['dark grey', 'pastel blue', 'light coral', 'mustard', 'light navy']",Palette_0a161583
light,blue,brown,Summer,"['soft green', 'grey', 'clear turquoise', 'orange', 'jewel blue']",Palette_012b01aa,"['soft green', 'muted grey', 'muted clear turquoise', 'dark orange', 'jewel blue']",Palette_0e610e4c
mediumTan,brown,brown,Autumn,"['warm brown', 'orange', 'golden yellow', 'lavender', 'white']",Palette_7c7bbc05,"['muted warm brown', 'light orange', 'bright golden yellow', 'muted lavender', 'dark white']",Palette_37596e4a
mediumTan,brown,brown,Autumn,"['mustard', 'deep red', 'golden yellow', 'pastel blue', 'white']",Palette_2ac9033b,"['mustard', 'bright deep red', 'bright golden yellow', 'dark pastel blue', 'muted white']",Palette_f988b1e7
light,brown,brown,Summer,"['pastel blue', 'soft green', 'warm green', 'warm brown', 'bright red']",Palette_219c59ca,"['dark pastel blue', 'soft green', 'bright warm green', 'warm brown', 'muted bright red']",Palette_cbf34e19
fairLight,brown,red,Summer,"['soft pink', 'pastel blue', 'clear turquoise', 'mustard', 'bright red']",Palette_b1b6e457,"['light soft pink', 'bright pastel blue', 'dark clear turquoise', 'bright mustard', 'dark bright red']",Palette_f1d32423
light,hazel,brown,Summer,"['lavender', 'soft green', 'clear turquoise', 'mustard', 'jewel blue']",Palette_91e9fc1c,"['dark lavender', 'bright soft green', 'muted clear turquoise', 'dark mustard', 'dark jewel blue']",Palette_e15b5ec7
medium,brown,brown,Autumn,"['deep red', 'olive green', 'peach', 'pastel blue', 'bright red']",Palette_4695300c,"['bright deep red', 'dark olive green', 'peach', 'light pastel blue', 'dark bright red']",Palette_6ad47a7d
fair,brown,brown,Summer,"['soft pink', 'lavender', 'golden yellow', 'warm brown', 'navy']",Palette_8eab501d,"['muted soft pink', 'lavender', 'muted golden yellow', 'muted warm brown', 'dark navy']",Palette_952ff285
fairLight,blue,brown,Summer,"['soft green', 'soft pink', 'golden yellow', 'mustard', 'black']",Palette_9b5ab263,"['dark soft green', 'soft pink', 'muted golden yellow', 'mustard', 'light black']",Palette_6c23b434
