skin_tone,eye_color,hair_color,primary_season,color_palette
light,brown,black,Summer,"['grey', 'soft pink', 'golden yellow', 'deep red', 'black']"
light,blue,brown,Summer,"['soft pink', 'soft green', 'clear turquoise', 'warm brown', 'navy']"
fair,brown,brown,Summer,"['lavender', 'pastel blue', 'coral', 'mustard', 'black']"
fair,hazel,brown,Summer,"['lavender', 'grey', 'coral', 'mustard', 'bright red']"
lightMedium,brown,brown,Autumn,"['olive green', 'warm brown', 'golden yellow', 'grey', 'navy']"
light,hazel,blonde,Spring,"['golden yellow', 'clear turquoise', 'soft pink', 'warm brown', 'jewel blue']"
deep,brown,black,Winter,"['white', 'jewel blue', 'golden yellow', 'grey', 'warm brown']"
lightMedium,blue,blonde,Spring,"['peach', 'golden yellow', 'lavender', 'olive green', 'navy']"
lightMedium,brown,brown,Autumn,"['mustard', 'deep red', 'golden yellow', 'pastel blue', 'jewel blue']"
light,blue,brown,Summer,"['lavender', 'pastel blue', 'warm green', 'orange', 'jewel blue']"
tan,brown,brown,Autumn,"['orange', 'olive green', 'warm green', 'lavender', 'bright red']"
light,brown,brown,Summer,"['pastel blue', 'soft green', 'warm green', 'orange', 'black']"
mediumTan,brown,black,Spring,"['peach', 'clear turquoise', 'pastel blue', 'mustard', 'black']"
light,hazel,blonde,Spring,"['warm green', 'peach', 'soft green', 'warm brown', 'white']"
medium,brown,blonde,Spring,"['coral', 'warm green', 'soft green', 'olive green', 'white']"
light,brown,black,Summer,"['lavender', 'soft pink', 'golden yellow', 'deep red', 'bright red']"
light,hazel,brown,Summer,"['soft pink', 'pastel blue', 'clear turquoise', 'olive green', 'white']"
light,brown,brown,Summer,"['soft pink', 'grey', 'warm green', 'warm brown', 'bright red']"
light,hazel,brown,Summer,"['soft green', 'grey', 'peach', 'mustard', 'navy']"
mediumTan,brown,brown,Autumn,"['deep red', 'mustard', 'warm green', 'soft green', 'bright red']"
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'golden yellow', 'pastel blue', 'bright red']"
fair,blue,blonde,Spring,"['coral', 'warm green', 'soft green', 'deep red', 'jewel blue']"
light,blue,blonde,Spring,"['coral', 'clear turquoise', 'soft green', 'orange', 'bright red']"
lightMedium,brown,black,Spring,"['coral', 'golden yellow', 'lavender', 'mustard', 'navy']"
light,green,blonde,Spring,"['golden yellow', 'peach', 'soft green', 'orange', 'bright red']"
fairLight,brown,auburn,Summer,"['lavender', 'soft pink', 'golden yellow', 'mustard', 'white']"
fair,Other,blonde,Summer,"['soft pink', 'pastel blue', 'warm green', 'deep red', 'black']"
light,brown,auburn,Summer,"['pastel blue', 'soft green', 'coral', 'warm brown', 'white']"
light,brown,brown,Summer,"['soft pink', 'lavender', 'peach', 'warm brown', 'black']"
fair,brown,brown,Summer,"['soft pink', 'grey', 'coral', 'orange', 'black']"
medium,brown,brown,Autumn,"['deep red', 'olive green', 'coral', 'grey', 'bright red']"
lightMedium,brown,black,Spring,"['coral', 'golden yellow', 'grey', 'deep red', 'bright red']"
fairLight,brown,brown,Summer,"['pastel blue', 'soft green', 'clear turquoise', 'orange', 'white']"
lightMedium,hazel,blonde,Spring,"['coral', 'golden yellow', 'grey', 'warm brown', 'white']"
light,hazel,brown,Summer,"['soft green', 'soft pink', 'golden yellow', 'olive green', 'bright red']"
fair,blue,blonde,Spring,"['coral', 'clear turquoise', 'lavender', 'olive green', 'jewel blue']"
fair,brown,brown,Summer,"['grey', 'lavender', 'coral', 'olive green', 'white']"
mediumTan,brown,blonde,Spring,"['warm green', 'coral', 'lavender', 'orange', 'black']"
fair,brown,black,Summer,"['soft green', 'soft pink', 'warm green', 'orange', 'jewel blue']"
light,brown,brown,Summer,"['pastel blue', 'grey', 'clear turquoise', 'deep red', 'bright red']"
light,hazel,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft pink', 'deep red', 'navy']"
mediumTan,brown,brown,Autumn,"['orange', 'warm brown', 'peach', 'pastel blue', 'jewel blue']"
medium,brown,black,Spring,"['coral', 'golden yellow', 'pastel blue', 'olive green', 'white']"
light,brown,brown,Summer,"['pastel blue', 'soft pink', 'clear turquoise', 'mustard', 'black']"
lightMedium,brown,black,Spring,"['clear turquoise', 'coral', 'soft green', 'mustard', 'black']"
fair,brown,brown,Summer,"['soft green', 'grey', 'coral', 'warm brown', 'black']"
fairLight,brown,brown,Summer,"['pastel blue', 'soft green', 'clear turquoise', 'deep red', 'bright red']"
light,blue,blonde,Spring,"['coral', 'golden yellow', 'soft pink', 'mustard', 'white']"
light,blue,brown,Summer,"['grey', 'lavender', 'peach', 'warm brown', 'bright red']"
light,brown,brown,Summer,"['lavender', 'pastel blue', 'coral', 'orange', 'white']"
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'coral', 'lavender', 'bright red']"
lightMedium,hazel,auburn,Autumn,"['mustard', 'olive green', 'clear turquoise', 'soft green', 'jewel blue']"
light,blue,brown,Summer,"['soft green', 'grey', 'golden yellow', 'orange', 'jewel blue']"
light,green,brown,Summer,"['lavender', 'grey', 'warm green', 'olive green', 'bright red']"
light,brown,red,Summer,"['soft pink', 'pastel blue', 'clear turquoise', 'orange', 'black']"
medium,brown,black,Spring,"['peach', 'coral', 'soft green', 'deep red', 'bright red']"
lightMedium,brown,brown,Autumn,"['olive green', 'warm brown', 'warm green', 'grey', 'bright red']"
light,green,blonde,Spring,"['coral', 'golden yellow', 'soft green', 'deep red', 'jewel blue']"
lightMedium,hazel,auburn,Autumn,"['warm brown', 'deep red', 'golden yellow', 'soft green', 'navy']"
light,hazel,brown,Summer,"['soft pink', 'pastel blue', 'peach', 'orange', 'bright red']"
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'clear turquoise', 'lavender', 'white']"
light,green,blonde,Spring,"['peach', 'golden yellow', 'lavender', 'orange', 'bright red']"
lightMedium,brown,brown,Autumn,"['deep red', 'mustard', 'clear turquoise', 'soft pink', 'white']"
lightMedium,brown,brown,Autumn,"['deep red', 'mustard', 'golden yellow', 'soft pink', 'navy']"
fairLight,blue,blonde,Spring,"['clear turquoise', 'warm green', 'pastel blue', 'mustard', 'jewel blue']"
fair,blue,blonde,Spring,"['peach', 'coral', 'grey', 'warm brown', 'navy']"
light,brown,black,Summer,"['grey', 'pastel blue', 'coral', 'olive green', 'bright red']"
light,hazel,brown,Summer,"['grey', 'soft green', 'warm green', 'deep red', 'white']"
light,brown,brown,Summer,"['lavender', 'soft pink', 'warm green', 'orange', 'navy']"
fairLight,blue,brown,Summer,"['pastel blue', 'grey', 'clear turquoise', 'orange', 'white']"
light,hazel,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft green', 'olive green', 'navy']"
light,brown,brown,Summer,"['soft green', 'soft pink', 'clear turquoise', 'olive green', 'jewel blue']"
light,hazel,brown,Summer,"['soft pink', 'pastel blue', 'coral', 'warm brown', 'bright red']"
light,brown,brown,Summer,"['grey', 'lavender', 'clear turquoise', 'olive green', 'bright red']"
lightMedium,blue,brown,Spring,"['golden yellow', 'clear turquoise', 'lavender', 'deep red', 'white']"
light,brown,brown,Summer,"['soft green', 'soft pink', 'coral', 'mustard', 'black']"
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'clear turquoise', 'grey', 'jewel blue']"
light,blue,blonde,Spring,"['peach', 'golden yellow', 'lavender', 'warm brown', 'black']"
lightMedium,blue,blonde,Spring,"['peach', 'warm green', 'soft green', 'warm brown', 'bright red']"
lightMedium,brown,brown,Autumn,"['mustard', 'olive green', 'peach', 'soft green', 'white']"
tan,brown,brown,Autumn,"['mustard', 'deep red', 'clear turquoise', 'soft pink', 'black']"
light,green,brown,Summer,"['soft green', 'pastel blue', 'warm green', 'deep red', 'bright red']"
deep,brown,brown,Winter,"['bright red', 'black', 'coral', 'grey', 'warm brown']"
tan,brown,brown,Autumn,"['warm brown', 'mustard', 'coral', 'grey', 'bright red']"
light,brown,black,Summer,"['grey', 'lavender', 'coral', 'warm brown', 'jewel blue']"
mediumTan,brown,black,Spring,"['coral', 'warm green', 'soft green', 'mustard', 'white']"
lightMedium,hazel,blonde,Spring,"['golden yellow', 'coral', 'pastel blue', 'deep red', 'white']"
lightMedium,green,blonde,Spring,"['golden yellow', 'warm green', 'grey', 'warm brown', 'black']"
deep,brown,brown,Winter,"['bright red', 'navy', 'warm green', 'lavender', 'orange']"
lightMedium,brown,blonde,Spring,"['golden yellow', 'clear turquoise', 'lavender', 'olive green', 'jewel blue']"
medium,brown,black,Spring,"['golden yellow', 'clear turquoise', 'pastel blue', 'olive green', 'white']"
mediumTan,brown,brown,Autumn,"['olive green', 'mustard', 'peach', 'grey', 'white']"
light,blue,brown,Summer,"['lavender', 'grey', 'coral', 'deep red', 'jewel blue']"
fairLight,brown,black,Summer,"['soft pink', 'grey', 'peach', 'orange', 'bright red']"
lightMedium,brown,black,Spring,"['clear turquoise', 'warm green', 'soft pink', 'deep red', 'navy']"
lightMedium,brown,blonde,Spring,"['clear turquoise', 'warm green', 'grey', 'orange', 'navy']"
tan,brown,brown,Autumn,"['mustard', 'deep red', 'coral', 'lavender', 'jewel blue']"
lightMedium,blue,black,Spring,"['clear turquoise', 'peach', 'soft pink', 'mustard', 'bright red']"
mediumTan,brown,brown,Autumn,"['mustard', 'warm brown', 'warm green', 'pastel blue', 'bright red']"
mediumTan,brown,black,Spring,"['coral', 'golden yellow', 'soft pink', 'mustard', 'white']"
fair,hazel,brown,Summer,"['pastel blue', 'lavender', 'peach', 'olive green', 'black']"
light,blue,blonde,Spring,"['warm green', 'golden yellow', 'soft pink', 'deep red', 'navy']"
fair,green,brown,Summer,"['soft green', 'lavender', 'peach', 'olive green', 'white']"
lightMedium,brown,brown,Autumn,"['mustard', 'orange', 'peach', 'soft pink', 'navy']"
lightMedium,blue,blonde,Spring,"['peach', 'warm green', 'soft pink', 'deep red', 'jewel blue']"
light,hazel,brown,Summer,"['soft pink', 'lavender', 'warm green', 'deep red', 'jewel blue']"
fair,green,blonde,Spring,"['coral', 'warm green', 'lavender', 'orange', 'white']"
lightMedium,brown,brown,Autumn,"['olive green', 'warm brown', 'peach', 'soft green', 'navy']"
light,green,blonde,Spring,"['golden yellow', 'coral', 'lavender', 'warm brown', 'bright red']"
light,brown,black,Summer,"['lavender', 'soft green', 'golden yellow', 'warm brown', 'bright red']"
lightMedium,brown,black,Spring,"['peach', 'golden yellow', 'pastel blue', 'deep red', 'black']"
tan,brown,black,Spring,"['golden yellow', 'warm green', 'grey', 'orange', 'jewel blue']"
light,blue,blonde,Spring,"['golden yellow', 'warm green', 'grey', 'deep red', 'navy']"
fairLight,blue,auburn,Spring,"['coral', 'warm green', 'soft green', 'deep red', 'navy']"
medium,brown,black,Spring,"['golden yellow', 'clear turquoise', 'soft green', 'warm brown', 'black']"
light,brown,brown,Summer,"['pastel blue', 'soft green', 'golden yellow', 'olive green', 'navy']"
fair,brown,brown,Summer,"['lavender', 'soft green', 'golden yellow', 'deep red', 'bright red']"
lightMedium,brown,blonde,Spring,"['coral', 'golden yellow', 'lavender', 'olive green', 'bright red']"
light,brown,brown,Summer,"['lavender', 'soft pink', 'golden yellow', 'deep red', 'black']"
fair,brown,brown,Summer,"['soft pink', 'lavender', 'peach', 'orange', 'white']"
fairLight,hazel,brown,Summer,"['soft pink', 'soft green', 'peach', 'olive green', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['deep red', 'mustard', 'clear turquoise', 'lavender', 'jewel blue']"
light,blue,blonde,Spring,"['warm green', 'peach', 'grey', 'deep red', 'black']"
light,green,blonde,Spring,"['golden yellow', 'warm green', 'pastel blue', 'olive green', 'navy']"
medium,green,brown,Autumn,"['warm brown', 'mustard', 'golden yellow', 'soft pink', 'jewel blue']"
light,brown,brown,Summer,"['lavender', 'soft green', 'peach', 'olive green', 'white']"
fair,green,brown,Summer,"['lavender', 'soft green', 'coral', 'olive green', 'jewel blue']"
fair,brown,blonde,Summer,"['grey', 'pastel blue', 'peach', 'warm brown', 'white']"
light,blue,blonde,Spring,"['golden yellow', 'coral', 'soft pink', 'deep red', 'bright red']"
light,hazel,brown,Summer,"['pastel blue', 'soft pink', 'coral', 'deep red', 'bright red']"
lightMedium,brown,black,Spring,"['coral', 'peach', 'lavender', 'mustard', 'bright red']"
fair,green,blonde,Spring,"['clear turquoise', 'coral', 'pastel blue', 'warm brown', 'navy']"
fair,blue,blonde,Spring,"['coral', 'peach', 'lavender', 'orange', 'black']"
fair,blue,blonde,Spring,"['golden yellow', 'coral', 'soft green', 'deep red', 'white']"
fairLight,blue,red,Spring,"['golden yellow', 'clear turquoise', 'pastel blue', 'warm brown', 'black']"
fair,blue,blonde,Spring,"['clear turquoise', 'coral', 'grey', 'olive green', 'jewel blue']"
mediumTan,brown,black,Spring,"['golden yellow', 'coral', 'lavender', 'mustard', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['mustard', 'warm brown', 'warm green', 'soft green', 'black']"
medium,brown,black,Spring,"['peach', 'coral', 'grey', 'orange', 'black']"
fairLight,hazel,red,Spring,"['clear turquoise', 'warm green', 'soft pink', 'orange', 'bright red']"
light,green,brown,Summer,"['pastel blue', 'lavender', 'peach', 'olive green', 'navy']"
medium,brown,black,Spring,"['golden yellow', 'peach', 'grey', 'warm brown', 'navy']"
lightMedium,brown,black,Spring,"['warm green', 'coral', 'soft green', 'warm brown', 'white']"
fair,blue,blonde,Spring,"['peach', 'golden yellow', 'soft green', 'olive green', 'jewel blue']"
fair,green,brown,Summer,"['pastel blue', 'soft green', 'warm green', 'deep red', 'white']"
mediumTan,green,brown,Autumn,"['mustard', 'warm brown', 'peach', 'soft pink', 'jewel blue']"
light,blue,blonde,Spring,"['warm green', 'golden yellow', 'soft pink', 'orange', 'white']"
medium,blue,blonde,Spring,"['clear turquoise', 'coral', 'soft pink', 'deep red', 'bright red']"
lightMedium,brown,black,Spring,"['warm green', 'coral', 'soft green', 'deep red', 'black']"
lightMedium,brown,brown,Autumn,"['olive green', 'orange', 'warm green', 'soft pink', 'bright red']"
lightMedium,brown,black,Spring,"['clear turquoise', 'coral', 'soft green', 'orange', 'white']"
fair,brown,black,Summer,"['pastel blue', 'grey', 'clear turquoise', 'deep red', 'black']"
fair,green,brown,Summer,"['lavender', 'grey', 'coral', 'orange', 'bright red']"
mediumTan,brown,brown,Autumn,"['mustard', 'deep red', 'clear turquoise', 'soft green', 'navy']"
light,brown,brown,Summer,"['soft pink', 'pastel blue', 'peach', 'olive green', 'white']"
mediumTan,brown,brown,Autumn,"['mustard', 'deep red', 'warm green', 'pastel blue', 'navy']"
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'warm green', 'lavender', 'black']"
lightMedium,brown,black,Spring,"['clear turquoise', 'coral', 'lavender', 'mustard', 'navy']"
mediumTan,green,brown,Autumn,"['orange', 'mustard', 'clear turquoise', 'grey', 'jewel blue']"
lightMedium,blue,blonde,Spring,"['peach', 'golden yellow', 'pastel blue', 'orange', 'white']"
fair,brown,blonde,Summer,"['soft green', 'grey', 'coral', 'deep red', 'navy']"
lightMedium,brown,brown,Autumn,"['warm brown', 'mustard', 'golden yellow', 'pastel blue', 'bright red']"
lightMedium,brown,brown,Autumn,"['olive green', 'deep red', 'golden yellow', 'grey', 'navy']"
lightMedium,blue,blonde,Spring,"['warm green', 'peach', 'pastel blue', 'orange', 'white']"
mediumTan,brown,blonde,Spring,"['clear turquoise', 'golden yellow', 'grey', 'deep red', 'white']"
fair,green,brown,Summer,"['grey', 'soft pink', 'coral', 'mustard', 'bright red']"
light,brown,black,Summer,"['soft pink', 'grey', 'coral', 'olive green', 'bright red']"
light,hazel,brown,Summer,"['pastel blue', 'soft green', 'peach', 'warm brown', 'bright red']"
light,brown,brown,Summer,"['soft green', 'grey', 'warm green', 'mustard', 'navy']"
light,brown,brown,Summer,"['grey', 'soft green', 'coral', 'warm brown', 'white']"
fair,brown,brown,Summer,"['grey', 'lavender', 'coral', 'olive green', 'bright red']"
medium,brown,brown,Autumn,"['deep red', 'orange', 'peach', 'grey', 'navy']"
fair,brown,black,Summer,"['pastel blue', 'grey', 'peach', 'olive green', 'jewel blue']"
light,brown,blonde,Summer,"['grey', 'pastel blue', 'warm green', 'deep red', 'white']"
tan,brown,black,Spring,"['peach', 'warm green', 'soft pink', 'olive green', 'bright red']"
lightMedium,brown,black,Spring,"['peach', 'warm green', 'soft green', 'warm brown', 'black']"
light,brown,brown,Summer,"['pastel blue', 'grey', 'coral', 'deep red', 'white']"
lightMedium,hazel,blonde,Spring,"['warm green', 'coral', 'grey', 'warm brown', 'black']"
medium,brown,brown,Autumn,"['orange', 'warm brown', 'warm green', 'soft pink', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['deep red', 'mustard', 'coral', 'soft green', 'bright red']"
mediumTan,brown,brown,Autumn,"['warm brown', 'olive green', 'golden yellow', 'grey', 'white']"
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'golden yellow', 'soft green', 'jewel blue']"
light,green,blonde,Spring,"['warm green', 'peach', 'lavender', 'olive green', 'navy']"
fair,hazel,brown,Summer,"['pastel blue', 'grey', 'peach', 'mustard', 'black']"
tan,brown,black,Spring,"['golden yellow', 'peach', 'soft pink', 'mustard', 'black']"
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'coral', 'soft pink', 'navy']"
lightMedium,green,brown,Autumn,"['mustard', 'deep red', 'golden yellow', 'grey', 'black']"
light,blue,brown,Summer,"['soft pink', 'lavender', 'peach', 'deep red', 'white']"
lightMedium,brown,brown,Autumn,"['olive green', 'orange', 'peach', 'grey', 'white']"
fair,blue,blonde,Spring,"['peach', 'warm green', 'soft green', 'orange', 'black']"
mediumTan,brown,blonde,Spring,"['peach', 'coral', 'grey', 'deep red', 'white']"
medium,brown,black,Spring,"['golden yellow', 'warm green', 'lavender', 'olive green', 'bright red']"
light,hazel,brown,Summer,"['soft green', 'lavender', 'golden yellow', 'deep red', 'white']"
light,blue,blonde,Spring,"['warm green', 'golden yellow', 'grey', 'olive green', 'navy']"
Other,brown,brown,Winter,"['black', 'jewel blue', 'warm green', 'soft pink', 'warm brown']"
medium,brown,brown,Autumn,"['mustard', 'olive green', 'peach', 'soft green', 'black']"
light,blue,brown,Summer,"['lavender', 'pastel blue', 'golden yellow', 'orange', 'bright red']"
mediumTan,brown,brown,Autumn,"['olive green', 'mustard', 'coral', 'lavender', 'bright red']"
fair,hazel,brown,Summer,"['pastel blue', 'lavender', 'warm green', 'deep red', 'white']"
light,hazel,brown,Summer,"['pastel blue', 'soft green', 'coral', 'orange', 'navy']"
fair,brown,brown,Summer,"['pastel blue', 'soft green', 'warm green', 'deep red', 'white']"
fairLight,hazel,auburn,Spring,"['clear turquoise', 'warm green', 'soft pink', 'warm brown', 'white']"
Other,brown,black,Winter,"['jewel blue', 'navy', 'warm green', 'soft pink', 'olive green']"
lightMedium,brown,brown,Autumn,"['orange', 'mustard', 'peach', 'grey', 'jewel blue']"
light,brown,brown,Summer,"['lavender', 'grey', 'warm green', 'deep red', 'black']"
light,brown,brown,Summer,"['soft pink', 'soft green', 'clear turquoise', 'mustard', 'jewel blue']"
light,brown,brown,Summer,"['pastel blue', 'grey', 'coral', 'olive green', 'navy']"
mediumTan,hazel,brown,Autumn,"['olive green', 'mustard', 'peach', 'soft pink', 'jewel blue']"
fair,green,blonde,Spring,"['coral', 'clear turquoise', 'soft green', 'mustard', 'navy']"
medium,brown,black,Spring,"['warm green', 'golden yellow', 'pastel blue', 'olive green', 'black']"
fair,blue,blonde,Spring,"['warm green', 'peach', 'pastel blue', 'deep red', 'black']"
light,brown,brown,Summer,"['soft green', 'grey', 'clear turquoise', 'orange', 'jewel blue']"
medium,brown,brown,Autumn,"['olive green', 'orange', 'golden yellow', 'soft pink', 'bright red']"
fair,brown,black,Summer,"['lavender', 'pastel blue', 'coral', 'deep red', 'black']"
mediumTan,brown,black,Spring,"['warm green', 'peach', 'lavender', 'deep red', 'navy']"
fair,green,brown,Summer,"['grey', 'lavender', 'coral', 'warm brown', 'bright red']"
mediumTan,brown,black,Spring,"['golden yellow', 'coral', 'soft green', 'deep red', 'black']"
light,hazel,brown,Summer,"['pastel blue', 'grey', 'warm green', 'deep red', 'navy']"
fair,hazel,black,Summer,"['soft pink', 'grey', 'golden yellow', 'olive green', 'navy']"
medium,brown,brown,Autumn,"['olive green', 'warm brown', 'warm green', 'lavender', 'jewel blue']"
lightMedium,hazel,brown,Autumn,"['mustard', 'warm brown', 'warm green', 'soft green', 'black']"
medium,green,blonde,Spring,"['warm green', 'clear turquoise', 'pastel blue', 'mustard', 'bright red']"
fair,green,black,Summer,"['soft pink', 'lavender', 'peach', 'orange', 'jewel blue']"
Other,brown,black,Winter,"['jewel blue', 'white', 'coral', 'pastel blue', 'orange']"
lightMedium,brown,brown,Autumn,"['mustard', 'olive green', 'coral', 'lavender', 'bright red']"
mediumTan,brown,black,Spring,"['peach', 'golden yellow', 'grey', 'orange', 'white']"
light,green,auburn,Spring,"['peach', 'clear turquoise', 'soft green', 'warm brown', 'bright red']"
fair,green,brown,Summer,"['soft pink', 'soft green', 'coral', 'warm brown', 'navy']"
fairLight,brown,brown,Summer,"['lavender', 'soft green', 'warm green', 'deep red', 'navy']"
light,blue,blonde,Spring,"['warm green', 'clear turquoise', 'pastel blue', 'deep red', 'navy']"
fairLight,blue,brown,Summer,"['soft green', 'soft pink', 'golden yellow', 'mustard', 'jewel blue']"
light,blue,blonde,Spring,"['golden yellow', 'clear turquoise', 'grey', 'mustard', 'white']"
fair,blue,blonde,Spring,"['clear turquoise', 'coral', 'lavender', 'mustard', 'white']"
fair,blue,blonde,Spring,"['peach', 'clear turquoise', 'grey', 'olive green', 'jewel blue']"
lightMedium,brown,blonde,Spring,"['peach', 'golden yellow', 'lavender', 'olive green', 'navy']"
fair,hazel,brown,Summer,"['pastel blue', 'grey', 'golden yellow', 'warm brown', 'jewel blue']"
fair,green,black,Summer,"['soft green', 'lavender', 'clear turquoise', 'warm brown', 'jewel blue']"
light,brown,black,Summer,"['soft pink', 'soft green', 'peach', 'warm brown', 'black']"
fairLight,blue,blonde,Spring,"['coral', 'warm green', 'pastel blue', 'deep red', 'white']"
light,brown,brown,Summer,"['soft pink', 'lavender', 'golden yellow', 'warm brown', 'white']"
mediumTan,brown,brown,Autumn,"['deep red', 'warm brown', 'peach', 'pastel blue', 'black']"
fair,hazel,blonde,Spring,"['coral', 'warm green', 'grey', 'mustard', 'navy']"
fairLight,green,brown,Summer,"['lavender', 'pastel blue', 'peach', 'mustard', 'bright red']"
mediumTan,brown,brown,Autumn,"['warm brown', 'mustard', 'peach', 'pastel blue', 'bright red']"
lightMedium,brown,brown,Autumn,"['orange', 'olive green', 'coral', 'grey', 'jewel blue']"
mediumTan,brown,black,Spring,"['coral', 'clear turquoise', 'pastel blue', 'olive green', 'black']"
mediumTan,brown,brown,Autumn,"['mustard', 'warm brown', 'coral', 'lavender', 'jewel blue']"
fairLight,brown,brown,Summer,"['pastel blue', 'soft pink', 'warm green', 'deep red', 'white']"
light,green,brown,Summer,"['grey', 'pastel blue', 'clear turquoise', 'deep red', 'bright red']"
medium,hazel,brown,Autumn,"['olive green', 'warm brown', 'clear turquoise', 'soft green', 'white']"
lightMedium,brown,blonde,Spring,"['golden yellow', 'coral', 'lavender', 'warm brown', 'white']"
medium,green,brown,Autumn,"['mustard', 'olive green', 'peach', 'grey', 'bright red']"
fair,blue,brown,Summer,"['grey', 'soft pink', 'peach', 'orange', 'navy']"
light,hazel,brown,Summer,"['soft pink', 'soft green', 'golden yellow', 'orange', 'jewel blue']"
light,brown,brown,Summer,"['soft pink', 'soft green', 'coral', 'warm brown', 'white']"
light,brown,brown,Summer,"['lavender', 'soft pink', 'peach', 'mustard', 'jewel blue']"
light,blue,blonde,Spring,"['coral', 'warm green', 'grey', 'deep red', 'navy']"
light,brown,brown,Summer,"['soft green', 'pastel blue', 'clear turquoise', 'deep red', 'white']"
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'warm green', 'grey', 'white']"
medium,green,brown,Autumn,"['olive green', 'mustard', 'warm green', 'grey', 'white']"
tan,brown,black,Spring,"['peach', 'clear turquoise', 'soft pink', 'warm brown', 'jewel blue']"
mediumTan,brown,black,Spring,"['coral', 'peach', 'pastel blue', 'mustard', 'black']"
light,blue,blonde,Spring,"['clear turquoise', 'warm green', 'soft pink', 'deep red', 'black']"
lightMedium,brown,black,Spring,"['coral', 'warm green', 'soft green', 'orange', 'black']"
light,blue,brown,Summer,"['pastel blue', 'lavender', 'coral', 'mustard', 'white']"
medium,brown,black,Spring,"['peach', 'golden yellow', 'grey', 'mustard', 'white']"
medium,brown,black,Spring,"['peach', 'golden yellow', 'soft green', 'olive green', 'bright red']"
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'warm green', 'pastel blue', 'bright red']"
mediumTan,brown,black,Spring,"['clear turquoise', 'warm green', 'pastel blue', 'orange', 'bright red']"
light,brown,brown,Summer,"['pastel blue', 'grey', 'peach', 'warm brown', 'bright red']"
lightMedium,blue,brown,Spring,"['clear turquoise', 'coral', 'soft pink', 'olive green', 'jewel blue']"
fair,hazel,blonde,Spring,"['golden yellow', 'peach', 'soft pink', 'mustard', 'black']"
mediumTan,hazel,black,Spring,"['warm green', 'peach', 'soft green', 'olive green', 'white']"
fair,green,brown,Summer,"['soft pink', 'pastel blue', 'coral', 'mustard', 'white']"
medium,brown,brown,Autumn,"['warm brown', 'orange', 'golden yellow', 'pastel blue', 'black']"
light,brown,black,Summer,"['lavender', 'soft green', 'peach', 'orange', 'black']"
medium,brown,black,Spring,"['golden yellow', 'peach', 'soft pink', 'orange', 'navy']"
fair,blue,brown,Summer,"['pastel blue', 'soft green', 'peach', 'orange', 'black']"
lightMedium,brown,black,Spring,"['warm green', 'golden yellow', 'soft pink', 'mustard', 'navy']"
light,hazel,black,Summer,"['soft pink', 'grey', 'warm green', 'orange', 'jewel blue']"
light,brown,black,Summer,"['grey', 'soft pink', 'golden yellow', 'mustard', 'jewel blue']"
mediumTan,green,black,Spring,"['golden yellow', 'peach', 'soft pink', 'deep red', 'bright red']"
lightMedium,green,black,Spring,"['golden yellow', 'clear turquoise', 'soft green', 'mustard', 'jewel blue']"
fair,green,brown,Summer,"['pastel blue', 'soft green', 'clear turquoise', 'olive green', 'navy']"
mediumTan,brown,brown,Autumn,"['olive green', 'mustard', 'coral', 'grey', 'jewel blue']"
light,brown,brown,Summer,"['grey', 'pastel blue', 'golden yellow', 'deep red', 'black']"
light,brown,brown,Summer,"['soft pink', 'pastel blue', 'peach', 'olive green', 'black']"
light,green,brown,Summer,"['grey', 'pastel blue', 'warm green', 'deep red', 'white']"
fairLight,blue,black,Summer,"['pastel blue', 'lavender', 'peach', 'deep red', 'jewel blue']"
fair,blue,brown,Summer,"['lavender', 'soft pink', 'peach', 'mustard', 'jewel blue']"
fairLight,green,blonde,Spring,"['peach', 'warm green', 'pastel blue', 'olive green', 'white']"
fairLight,blue,blonde,Spring,"['coral', 'warm green', 'lavender', 'orange', 'black']"
light,brown,black,Summer,"['soft green', 'pastel blue', 'peach', 'deep red', 'black']"
fair,hazel,blonde,Spring,"['peach', 'coral', 'grey', 'orange', 'bright red']"
lightMedium,brown,brown,Autumn,"['olive green', 'deep red', 'warm green', 'soft green', 'jewel blue']"
fair,blue,blonde,Spring,"['coral', 'warm green', 'grey', 'olive green', 'white']"
light,blue,brown,Summer,"['grey', 'lavender', 'peach', 'mustard', 'white']"
light,brown,brown,Summer,"['soft green', 'lavender', 'warm green', 'orange', 'black']"
light,brown,brown,Summer,"['grey', 'soft pink', 'warm green', 'orange', 'white']"
fairLight,brown,black,Summer,"['soft green', 'grey', 'warm green', 'olive green', 'navy']"
