skin_tone,eye_color,hair_color,primary_season,color_palette,palette_name
fair,brown,blonde,Summer,"['grey', 'soft green', 'golden yellow', 'warm brown', 'navy']",Palette_e450a392
lightMedium,green,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft green', 'mustard', 'white']",Palette_9d9c5ae1
fair,blue,brown,Summer,"['pastel blue', 'lavender', 'peach', 'orange', 'white']",Palette_2cd52e80
fair,hazel,brown,Summer,"['grey', 'lavender', 'warm green', 'mustard', 'navy']",Palette_a9cc9325
fairLight,hazel,blonde,Spring,"['clear turquoise', 'peach', 'pastel blue', 'mustard', 'black']",Palette_d5e05371
light,hazel,brown,Summer,"['soft green', 'lavender', 'golden yellow', 'orange', 'bright red']",Palette_91643e06
Other,brown,black,Winter,"['bright red', 'navy', 'coral', 'pastel blue', 'olive green']",Palette_98d1df0a
lightMedium,hazel,brown,Autumn,"['orange', 'deep red', 'golden yellow', 'grey', 'black']",Palette_c6a7be74
light,brown,brown,Summer,"['soft pink', 'grey', 'peach', 'deep red', 'jewel blue']",Palette_df01a754
tan,brown,brown,Autumn,"['olive green', 'deep red', 'golden yellow', 'soft pink', 'bright red']",Palette_943952b9
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'peach', 'soft pink', 'black']",Palette_97a0f475
light,brown,auburn,Summer,"['lavender', 'pastel blue', 'golden yellow', 'olive green', 'navy']",Palette_eacf2b26
Other,brown,auburn,Winter,"['bright red', 'black', 'clear turquoise', 'soft pink', 'orange']",Palette_63fb0e70
fairLight,green,black,Summer,"['lavender', 'pastel blue', 'coral', 'olive green', 'navy']",Palette_5e9174d0
fair,brown,brown,Summer,"['soft green', 'soft pink', 'clear turquoise', 'deep red', 'white']",Palette_e2b9f56c
fair,green,brown,Summer,"['pastel blue', 'soft pink', 'golden yellow', 'warm brown', 'black']",Palette_cc116896
fair,hazel,blonde,Spring,"['warm green', 'clear turquoise', 'soft green', 'mustard', 'jewel blue']",Palette_e1f81aea
light,blue,blonde,Spring,"['coral', 'peach', 'soft pink', 'warm brown', 'white']",Palette_8c0f838a
mediumTan,brown,black,Spring,"['warm green', 'clear turquoise', 'lavender', 'mustard', 'white']",Palette_4515cb48
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'peach', 'pastel blue', 'jewel blue']",Palette_aa2473e8
mediumTan,brown,brown,Autumn,"['deep red', 'warm brown', 'warm green', 'soft pink', 'jewel blue']",Palette_bfc76686
fairLight,blue,black,Summer,"['pastel blue', 'lavender', 'golden yellow', 'orange', 'bright red']",Palette_eb26d2f8
medium,brown,black,Spring,"['coral', 'warm green', 'soft green', 'orange', 'white']",Palette_e713f55e
fair,blue,red,Spring,"['clear turquoise', 'coral', 'soft pink', 'olive green', 'black']",Palette_4736af69
mediumTan,brown,brown,Autumn,"['warm brown', 'mustard', 'coral', 'soft green', 'bright red']",Palette_acb817d4
fair,brown,brown,Summer,"['pastel blue', 'grey', 'peach', 'warm brown', 'jewel blue']",Palette_150766a8
light,blue,blonde,Spring,"['coral', 'warm green', 'lavender', 'orange', 'black']",Palette_e35fd01f
lightMedium,blue,brown,Spring,"['golden yellow', 'warm green', 'soft green', 'mustard', 'bright red']",Palette_9df45102
fair,blue,blonde,Spring,"['peach', 'warm green', 'lavender', 'olive green', 'bright red']",Palette_6a23139b
fairLight,blue,brown,Summer,"['grey', 'soft green', 'peach', 'deep red', 'white']",Palette_3858e6b0
light,blue,blonde,Spring,"['warm green', 'clear turquoise', 'lavender', 'olive green', 'jewel blue']",Palette_d3c8a121
fair,blue,auburn,Spring,"['golden yellow', 'coral', 'grey', 'deep red', 'white']",Palette_0ee34839
lightMedium,brown,black,Spring,"['golden yellow', 'peach', 'soft green', 'warm brown', 'bright red']",Palette_1da1b1fb
lightMedium,brown,black,Spring,"['warm green', 'clear turquoise', 'soft green', 'warm brown', 'black']",Palette_e71ffff7
fairLight,Other,auburn,Summer,"['soft pink', 'lavender', 'clear turquoise', 'warm brown', 'bright red']",Palette_a78aaac7
lightMedium,brown,brown,Autumn,"['warm brown', 'orange', 'peach', 'grey', 'white']",Palette_dc25bbed
light,blue,blonde,Spring,"['warm green', 'clear turquoise', 'pastel blue', 'olive green', 'black']",Palette_569ab70b
fair,brown,brown,Summer,"['grey', 'lavender', 'peach', 'mustard', 'black']",Palette_efe43e5a
fair,Other,brown,Summer,"['soft green', 'grey', 'clear turquoise', 'mustard', 'bright red']",Palette_3ba72e2c
light,brown,brown,Summer,"['grey', 'lavender', 'clear turquoise', 'olive green', 'jewel blue']",Palette_5cf7e189
medium,brown,brown,Autumn,"['orange', 'warm brown', 'warm green', 'pastel blue', 'jewel blue']",Palette_0aa06663
fairLight,green,auburn,Spring,"['coral', 'golden yellow', 'soft green', 'orange', 'jewel blue']",Palette_55c359b0
mediumTan,brown,brown,Autumn,"['olive green', 'orange', 'clear turquoise', 'lavender', 'white']",Palette_b1c28abf
light,brown,black,Summer,"['soft green', 'lavender', 'warm green', 'mustard', 'bright red']",Palette_065d0bf3
lightMedium,brown,black,Spring,"['golden yellow', 'warm green', 'soft pink', 'orange', 'bright red']",Palette_91dbcc99
light,brown,brown,Summer,"['soft green', 'pastel blue', 'coral', 'warm brown', 'jewel blue']",Palette_49cd5b23
tan,brown,black,Spring,"['warm green', 'peach', 'soft pink', 'olive green', 'bright red']",Palette_98f83f67
medium,brown,brown,Autumn,"['warm brown', 'orange', 'golden yellow', 'grey', 'bright red']",Palette_f9496f65
light,hazel,brown,Summer,"['grey', 'pastel blue', 'warm green', 'mustard', 'navy']",Palette_1b201ea6
fair,blue,blonde,Spring,"['peach', 'golden yellow', 'lavender', 'warm brown', 'black']",Palette_17ab07c1
mediumTan,brown,brown,Autumn,"['warm brown', 'deep red', 'clear turquoise', 'lavender', 'white']",Palette_9467b46e
fair,hazel,red,Spring,"['golden yellow', 'coral', 'grey', 'olive green', 'white']",Palette_827a8134
fair,green,auburn,Spring,"['coral', 'golden yellow', 'soft pink', 'olive green', 'black']",Palette_7ba7c843
fairLight,brown,blonde,Summer,"['grey', 'lavender', 'clear turquoise', 'olive green', 'white']",Palette_08a33c78
lightMedium,hazel,blonde,Spring,"['clear turquoise', 'coral', 'soft green', 'warm brown', 'bright red']",Palette_ae0bcae0
light,blue,blonde,Spring,"['warm green', 'coral', 'grey', 'olive green', 'white']",Palette_2134a452
light,hazel,brown,Summer,"['soft green', 'pastel blue', 'clear turquoise', 'olive green', 'white']",Palette_46838575
light,brown,brown,Summer,"['pastel blue', 'soft green', 'peach', 'warm brown', 'black']",Palette_c98e6f06
light,brown,brown,Summer,"['grey', 'pastel blue', 'warm green', 'olive green', 'jewel blue']",Palette_3ed6400f
fair,green,blonde,Spring,"['warm green', 'golden yellow', 'pastel blue', 'orange', 'jewel blue']",Palette_f37026bb
medium,blue,black,Spring,"['warm green', 'peach', 'lavender', 'olive green', 'white']",Palette_7e5127e0
fair,blue,auburn,Spring,"['warm green', 'golden yellow', 'pastel blue', 'mustard', 'navy']",Palette_0ee1dce8
fair,hazel,blonde,Spring,"['warm green', 'clear turquoise', 'soft green', 'deep red', 'navy']",Palette_41b1533b
light,hazel,brown,Summer,"['soft green', 'pastel blue', 'peach', 'olive green', 'bright red']",Palette_da5c9737
fairLight,green,red,Spring,"['clear turquoise', 'peach', 'grey', 'warm brown', 'bright red']",Palette_e2140150
fair,green,blonde,Spring,"['warm green', 'peach', 'pastel blue', 'olive green', 'white']",Palette_33923b23
mediumTan,brown,black,Spring,"['peach', 'clear turquoise', 'lavender', 'orange', 'navy']",Palette_306d9dc9
fair,brown,blonde,Summer,"['pastel blue', 'grey', 'golden yellow', 'orange', 'navy']",Palette_ea735284
mediumTan,brown,brown,Autumn,"['olive green', 'mustard', 'warm green', 'grey', 'navy']",Palette_141b4a65
light,blue,brown,Summer,"['pastel blue', 'grey', 'warm green', 'warm brown', 'navy']",Palette_0cd992dc
fair,hazel,auburn,Spring,"['coral', 'peach', 'grey', 'deep red', 'jewel blue']",Palette_541721fb
fair,blue,brown,Summer,"['soft pink', 'soft green', 'warm green', 'deep red', 'navy']",Palette_813ecb66
medium,brown,black,Spring,"['peach', 'golden yellow', 'soft pink', 'deep red', 'jewel blue']",Palette_a65d29f2
fair,blue,blonde,Spring,"['coral', 'golden yellow', 'soft pink', 'mustard', 'navy']",Palette_2856e51d
fairLight,green,blonde,Spring,"['coral', 'golden yellow', 'grey', 'warm brown', 'jewel blue']",Palette_61d8535f
light,hazel,brown,Summer,"['pastel blue', 'grey', 'warm green', 'olive green', 'bright red']",Palette_1d63a836
mediumTan,brown,brown,Autumn,"['warm brown', 'olive green', 'warm green', 'soft green', 'navy']",Palette_fdfa773a
light,hazel,blonde,Spring,"['warm green', 'coral', 'grey', 'orange', 'navy']",Palette_f1895773
light,brown,black,Summer,"['grey', 'lavender', 'clear turquoise', 'olive green', 'black']",Palette_ac55e6f6
medium,brown,black,Spring,"['warm green', 'peach', 'pastel blue', 'mustard', 'navy']",Palette_244a6e4d
lightMedium,hazel,brown,Autumn,"['mustard', 'warm brown', 'golden yellow', 'grey', 'bright red']",Palette_5f64e655
light,brown,brown,Summer,"['soft pink', 'grey', 'clear turquoise', 'mustard', 'jewel blue']",Palette_810246a1
lightMedium,blue,blonde,Spring,"['coral', 'clear turquoise', 'lavender', 'warm brown', 'navy']",Palette_d75c3a2c
light,blue,blonde,Spring,"['coral', 'golden yellow', 'soft pink', 'deep red', 'jewel blue']",Palette_c425b72a
fair,green,blonde,Spring,"['peach', 'golden yellow', 'soft pink', 'mustard', 'navy']",Palette_4789c4eb
light,blue,blonde,Spring,"['golden yellow', 'warm green', 'lavender', 'orange', 'white']",Palette_bd187f58
fair,green,blonde,Spring,"['clear turquoise', 'peach', 'grey', 'mustard', 'black']",Palette_cf3ac6c2
light,brown,brown,Summer,"['pastel blue', 'lavender', 'golden yellow', 'warm brown', 'white']",Palette_7b0e267f
light,brown,brown,Summer,"['soft pink', 'soft green', 'peach', 'mustard', 'black']",Palette_efacb174
mediumTan,brown,brown,Autumn,"['warm brown', 'mustard', 'clear turquoise', 'soft green', 'black']",Palette_28fb9b83
light,hazel,brown,Summer,"['soft pink', 'lavender', 'golden yellow', 'mustard', 'white']",Palette_104f92d1
deep,brown,black,Winter,"['bright red', 'white', 'warm green', 'lavender', 'olive green']",Palette_51cc2b61
light,green,blonde,Spring,"['golden yellow', 'peach', 'lavender', 'olive green', 'black']",Palette_c9543804
lightMedium,brown,black,Spring,"['coral', 'warm green', 'lavender', 'deep red', 'black']",Palette_78a5e6bd
fair,hazel,Other,Summer,"['grey', 'pastel blue', 'golden yellow', 'warm brown', 'black']",Palette_eeaa10da
medium,brown,black,Spring,"['warm green', 'clear turquoise', 'grey', 'deep red', 'navy']",Palette_1506d451
fair,green,blonde,Spring,"['warm green', 'peach', 'lavender', 'warm brown', 'black']",Palette_8ca8f336
light,blue,brown,Summer,"['soft pink', 'grey', 'clear turquoise', 'deep red', 'bright red']",Palette_bf0a4bee
fairLight,blue,auburn,Spring,"['peach', 'golden yellow', 'soft pink', 'olive green', 'black']",Palette_65dcac10
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'warm green', 'grey', 'black']",Palette_424bd881
fair,green,brown,Summer,"['grey', 'soft green', 'coral', 'mustard', 'bright red']",Palette_a0a96c21
fair,blue,blonde,Spring,"['peach', 'clear turquoise', 'lavender', 'warm brown', 'navy']",Palette_6b1a141e
lightMedium,blue,brown,Spring,"['coral', 'clear turquoise', 'grey', 'warm brown', 'black']",Palette_042260e1
light,brown,black,Summer,"['grey', 'soft pink', 'golden yellow', 'deep red', 'black']",Palette_0cdcb214
light,blue,brown,Summer,"['soft pink', 'soft green', 'clear turquoise', 'warm brown', 'navy']",Palette_23cc6efd
fair,brown,brown,Summer,"['lavender', 'pastel blue', 'coral', 'mustard', 'black']",Palette_aaeac9ee
fair,hazel,brown,Summer,"['lavender', 'grey', 'coral', 'mustard', 'bright red']",Palette_59a408a6
lightMedium,brown,brown,Autumn,"['olive green', 'warm brown', 'golden yellow', 'grey', 'navy']",Palette_c3a18098
light,hazel,blonde,Spring,"['golden yellow', 'clear turquoise', 'soft pink', 'warm brown', 'jewel blue']",Palette_e4b5824c
deep,brown,black,Winter,"['white', 'jewel blue', 'golden yellow', 'grey', 'warm brown']",Palette_a760a196
lightMedium,blue,blonde,Spring,"['peach', 'golden yellow', 'lavender', 'olive green', 'navy']",Palette_6306709d
lightMedium,brown,brown,Autumn,"['mustard', 'deep red', 'golden yellow', 'pastel blue', 'jewel blue']",Palette_f2448243
light,blue,brown,Summer,"['lavender', 'pastel blue', 'warm green', 'orange', 'jewel blue']",Palette_d4142cb5
tan,brown,brown,Autumn,"['orange', 'olive green', 'warm green', 'lavender', 'bright red']",Palette_e12f1e8b
light,brown,brown,Summer,"['pastel blue', 'soft green', 'warm green', 'orange', 'black']",Palette_d83b9dd9
mediumTan,brown,black,Spring,"['peach', 'clear turquoise', 'pastel blue', 'mustard', 'black']",Palette_828bb654
light,hazel,blonde,Spring,"['warm green', 'peach', 'soft green', 'warm brown', 'white']",Palette_dd30c4e0
medium,brown,blonde,Spring,"['coral', 'warm green', 'soft green', 'olive green', 'white']",Palette_a9b3c9ef
light,brown,black,Summer,"['lavender', 'soft pink', 'golden yellow', 'deep red', 'bright red']",Palette_36d3fa48
light,hazel,brown,Summer,"['soft pink', 'pastel blue', 'clear turquoise', 'olive green', 'white']",Palette_800f8dcb
light,brown,brown,Summer,"['soft pink', 'grey', 'warm green', 'warm brown', 'bright red']",Palette_dbaa67f9
light,hazel,brown,Summer,"['soft green', 'grey', 'peach', 'mustard', 'navy']",Palette_69cb6f04
mediumTan,brown,brown,Autumn,"['deep red', 'mustard', 'warm green', 'soft green', 'bright red']",Palette_e8b309f4
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'golden yellow', 'pastel blue', 'bright red']",Palette_732f5034
fair,blue,blonde,Spring,"['coral', 'warm green', 'soft green', 'deep red', 'jewel blue']",Palette_14d70ab0
light,blue,blonde,Spring,"['coral', 'clear turquoise', 'soft green', 'orange', 'bright red']",Palette_d31b632a
lightMedium,brown,black,Spring,"['coral', 'golden yellow', 'lavender', 'mustard', 'navy']",Palette_34eb3f97
light,green,blonde,Spring,"['golden yellow', 'peach', 'soft green', 'orange', 'bright red']",Palette_a9f3683c
fairLight,brown,auburn,Summer,"['lavender', 'soft pink', 'golden yellow', 'mustard', 'white']",Palette_c9e01b9f
fair,Other,blonde,Summer,"['soft pink', 'pastel blue', 'warm green', 'deep red', 'black']",Palette_56996584
light,brown,auburn,Summer,"['pastel blue', 'soft green', 'coral', 'warm brown', 'white']",Palette_049ccd10
light,brown,brown,Summer,"['soft pink', 'lavender', 'peach', 'warm brown', 'black']",Palette_955b316c
fair,brown,brown,Summer,"['soft pink', 'grey', 'coral', 'orange', 'black']",Palette_05084273
medium,brown,brown,Autumn,"['deep red', 'olive green', 'coral', 'grey', 'bright red']",Palette_18a93618
lightMedium,brown,black,Spring,"['coral', 'golden yellow', 'grey', 'deep red', 'bright red']",Palette_04034f77
fairLight,brown,brown,Summer,"['pastel blue', 'soft green', 'clear turquoise', 'orange', 'white']",Palette_6172ab2d
lightMedium,hazel,blonde,Spring,"['coral', 'golden yellow', 'grey', 'warm brown', 'white']",Palette_7e54edbf
light,hazel,brown,Summer,"['soft green', 'soft pink', 'golden yellow', 'olive green', 'bright red']",Palette_921965c6
fair,blue,blonde,Spring,"['coral', 'clear turquoise', 'lavender', 'olive green', 'jewel blue']",Palette_548b66e8
fair,brown,brown,Summer,"['grey', 'lavender', 'coral', 'olive green', 'white']",Palette_1320f870
mediumTan,brown,blonde,Spring,"['warm green', 'coral', 'lavender', 'orange', 'black']",Palette_ea63e357
fair,brown,black,Summer,"['soft green', 'soft pink', 'warm green', 'orange', 'jewel blue']",Palette_f4ec8aac
light,brown,brown,Summer,"['pastel blue', 'grey', 'clear turquoise', 'deep red', 'bright red']",Palette_f0b5252e
light,hazel,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft pink', 'deep red', 'navy']",Palette_fdb60d1a
mediumTan,brown,brown,Autumn,"['orange', 'warm brown', 'peach', 'pastel blue', 'jewel blue']",Palette_aa2473e8
medium,brown,black,Spring,"['coral', 'golden yellow', 'pastel blue', 'olive green', 'white']",Palette_54651182
light,brown,brown,Summer,"['pastel blue', 'soft pink', 'clear turquoise', 'mustard', 'black']",Palette_e46cc0f5
lightMedium,brown,black,Spring,"['clear turquoise', 'coral', 'soft green', 'mustard', 'black']",Palette_f01708c9
fair,brown,brown,Summer,"['soft green', 'grey', 'coral', 'warm brown', 'black']",Palette_7bb0ae27
fairLight,brown,brown,Summer,"['pastel blue', 'soft green', 'clear turquoise', 'deep red', 'bright red']",Palette_9700d0e8
light,blue,blonde,Spring,"['coral', 'golden yellow', 'soft pink', 'mustard', 'white']",Palette_c0b4ee27
light,blue,brown,Summer,"['grey', 'lavender', 'peach', 'warm brown', 'bright red']",Palette_453b469e
light,brown,brown,Summer,"['lavender', 'pastel blue', 'coral', 'orange', 'white']",Palette_1d1b4885
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'coral', 'lavender', 'bright red']",Palette_060605ac
lightMedium,hazel,auburn,Autumn,"['mustard', 'olive green', 'clear turquoise', 'soft green', 'jewel blue']",Palette_04f1aa01
light,blue,brown,Summer,"['soft green', 'grey', 'golden yellow', 'orange', 'jewel blue']",Palette_81b8bf9a
light,green,brown,Summer,"['lavender', 'grey', 'warm green', 'olive green', 'bright red']",Palette_6be135b4
light,brown,red,Summer,"['soft pink', 'pastel blue', 'clear turquoise', 'orange', 'black']",Palette_af4f351d
medium,brown,black,Spring,"['peach', 'coral', 'soft green', 'deep red', 'bright red']",Palette_0c2a0635
lightMedium,brown,brown,Autumn,"['olive green', 'warm brown', 'warm green', 'grey', 'bright red']",Palette_ddea3ee7
light,green,blonde,Spring,"['coral', 'golden yellow', 'soft green', 'deep red', 'jewel blue']",Palette_951e14a3
lightMedium,hazel,auburn,Autumn,"['warm brown', 'deep red', 'golden yellow', 'soft green', 'navy']",Palette_40110ca3
light,hazel,brown,Summer,"['soft pink', 'pastel blue', 'peach', 'orange', 'bright red']",Palette_e4edb39f
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'clear turquoise', 'lavender', 'white']",Palette_962d6516
light,green,blonde,Spring,"['peach', 'golden yellow', 'lavender', 'orange', 'bright red']",Palette_a538d348
lightMedium,brown,brown,Autumn,"['deep red', 'mustard', 'clear turquoise', 'soft pink', 'white']",Palette_6eca71b3
lightMedium,brown,brown,Autumn,"['deep red', 'mustard', 'golden yellow', 'soft pink', 'navy']",Palette_396c5b25
fairLight,blue,blonde,Spring,"['clear turquoise', 'warm green', 'pastel blue', 'mustard', 'jewel blue']",Palette_7f6125e5
fair,blue,blonde,Spring,"['peach', 'coral', 'grey', 'warm brown', 'navy']",Palette_c4c7f707
light,brown,black,Summer,"['grey', 'pastel blue', 'coral', 'olive green', 'bright red']",Palette_95eaab10
light,hazel,brown,Summer,"['grey', 'soft green', 'warm green', 'deep red', 'white']",Palette_fb39c818
light,brown,brown,Summer,"['lavender', 'soft pink', 'warm green', 'orange', 'navy']",Palette_9170a0d5
fairLight,blue,brown,Summer,"['pastel blue', 'grey', 'clear turquoise', 'orange', 'white']",Palette_cc658281
light,hazel,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft green', 'olive green', 'navy']",Palette_6d7d835b
light,brown,brown,Summer,"['soft green', 'soft pink', 'clear turquoise', 'olive green', 'jewel blue']",Palette_ab5d08fe
light,hazel,brown,Summer,"['soft pink', 'pastel blue', 'coral', 'warm brown', 'bright red']",Palette_edb7ec65
light,brown,brown,Summer,"['grey', 'lavender', 'clear turquoise', 'olive green', 'bright red']",Palette_12d5f014
lightMedium,blue,brown,Spring,"['golden yellow', 'clear turquoise', 'lavender', 'deep red', 'white']",Palette_316deac9
light,brown,brown,Summer,"['soft green', 'soft pink', 'coral', 'mustard', 'black']",Palette_9d19f38c
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'clear turquoise', 'grey', 'jewel blue']",Palette_7244297b
light,blue,blonde,Spring,"['peach', 'golden yellow', 'lavender', 'warm brown', 'black']",Palette_17ab07c1
lightMedium,blue,blonde,Spring,"['peach', 'warm green', 'soft green', 'warm brown', 'bright red']",Palette_c20ff230
lightMedium,brown,brown,Autumn,"['mustard', 'olive green', 'peach', 'soft green', 'white']",Palette_19fa64c4
tan,brown,brown,Autumn,"['mustard', 'deep red', 'clear turquoise', 'soft pink', 'black']",Palette_22f8d51e
light,green,brown,Summer,"['soft green', 'pastel blue', 'warm green', 'deep red', 'bright red']",Palette_d1f4c1f8
deep,brown,brown,Winter,"['bright red', 'black', 'coral', 'grey', 'warm brown']",Palette_9b73b196
tan,brown,brown,Autumn,"['warm brown', 'mustard', 'coral', 'grey', 'bright red']",Palette_9951305a
light,brown,black,Summer,"['grey', 'lavender', 'coral', 'warm brown', 'jewel blue']",Palette_de9d7766
mediumTan,brown,black,Spring,"['coral', 'warm green', 'soft green', 'mustard', 'white']",Palette_1772f790
lightMedium,hazel,blonde,Spring,"['golden yellow', 'coral', 'pastel blue', 'deep red', 'white']",Palette_dc7b05bd
lightMedium,green,blonde,Spring,"['golden yellow', 'warm green', 'grey', 'warm brown', 'black']",Palette_2efac9a6
deep,brown,brown,Winter,"['bright red', 'navy', 'warm green', 'lavender', 'orange']",Palette_32a721f0
lightMedium,brown,blonde,Spring,"['golden yellow', 'clear turquoise', 'lavender', 'olive green', 'jewel blue']",Palette_d6661018
medium,brown,black,Spring,"['golden yellow', 'clear turquoise', 'pastel blue', 'olive green', 'white']",Palette_4dd59f5f
mediumTan,brown,brown,Autumn,"['olive green', 'mustard', 'peach', 'grey', 'white']",Palette_b991f7b4
light,blue,brown,Summer,"['lavender', 'grey', 'coral', 'deep red', 'jewel blue']",Palette_704420b9
fairLight,brown,black,Summer,"['soft pink', 'grey', 'peach', 'orange', 'bright red']",Palette_1b35bd37
lightMedium,brown,black,Spring,"['clear turquoise', 'warm green', 'soft pink', 'deep red', 'navy']",Palette_f8b12791
lightMedium,brown,blonde,Spring,"['clear turquoise', 'warm green', 'grey', 'orange', 'navy']",Palette_755c5aa9
tan,brown,brown,Autumn,"['mustard', 'deep red', 'coral', 'lavender', 'jewel blue']",Palette_2743b827
lightMedium,blue,black,Spring,"['clear turquoise', 'peach', 'soft pink', 'mustard', 'bright red']",Palette_29b4514b
mediumTan,brown,brown,Autumn,"['mustard', 'warm brown', 'warm green', 'pastel blue', 'bright red']",Palette_15174df9
mediumTan,brown,black,Spring,"['coral', 'golden yellow', 'soft pink', 'mustard', 'white']",Palette_c0b4ee27
fair,hazel,brown,Summer,"['pastel blue', 'lavender', 'peach', 'olive green', 'black']",Palette_8b40a5b7
light,blue,blonde,Spring,"['warm green', 'golden yellow', 'soft pink', 'deep red', 'navy']",Palette_8c822f6c
fair,green,brown,Summer,"['soft green', 'lavender', 'peach', 'olive green', 'white']",Palette_b93de647
lightMedium,brown,brown,Autumn,"['mustard', 'orange', 'peach', 'soft pink', 'navy']",Palette_22a19286
lightMedium,blue,blonde,Spring,"['peach', 'warm green', 'soft pink', 'deep red', 'jewel blue']",Palette_186a40d6
light,hazel,brown,Summer,"['soft pink', 'lavender', 'warm green', 'deep red', 'jewel blue']",Palette_f39acbf7
fair,green,blonde,Spring,"['coral', 'warm green', 'lavender', 'orange', 'white']",Palette_3f34b888
lightMedium,brown,brown,Autumn,"['olive green', 'warm brown', 'peach', 'soft green', 'navy']",Palette_b266ef35
light,green,blonde,Spring,"['golden yellow', 'coral', 'lavender', 'warm brown', 'bright red']",Palette_7debdbb3
light,brown,black,Summer,"['lavender', 'soft green', 'golden yellow', 'warm brown', 'bright red']",Palette_b16f1106
lightMedium,brown,black,Spring,"['peach', 'golden yellow', 'pastel blue', 'deep red', 'black']",Palette_423c9c3b
tan,brown,black,Spring,"['golden yellow', 'warm green', 'grey', 'orange', 'jewel blue']",Palette_aeebad47
light,blue,blonde,Spring,"['golden yellow', 'warm green', 'grey', 'deep red', 'navy']",Palette_16a81b61
fairLight,blue,auburn,Spring,"['coral', 'warm green', 'soft green', 'deep red', 'navy']",Palette_7999b5c5
medium,brown,black,Spring,"['golden yellow', 'clear turquoise', 'soft green', 'warm brown', 'black']",Palette_58672dd4
light,brown,brown,Summer,"['pastel blue', 'soft green', 'golden yellow', 'olive green', 'navy']",Palette_1d28fe57
fair,brown,brown,Summer,"['lavender', 'soft green', 'golden yellow', 'deep red', 'bright red']",Palette_68151c34
lightMedium,brown,blonde,Spring,"['coral', 'golden yellow', 'lavender', 'olive green', 'bright red']",Palette_5f1828ec
light,brown,brown,Summer,"['lavender', 'soft pink', 'golden yellow', 'deep red', 'black']",Palette_bc925fb8
fair,brown,brown,Summer,"['soft pink', 'lavender', 'peach', 'orange', 'white']",Palette_6b6cfa45
fairLight,hazel,brown,Summer,"['soft pink', 'soft green', 'peach', 'olive green', 'jewel blue']",Palette_f5cc66fe
lightMedium,brown,brown,Autumn,"['deep red', 'mustard', 'clear turquoise', 'lavender', 'jewel blue']",Palette_6ad98e7c
light,blue,blonde,Spring,"['warm green', 'peach', 'grey', 'deep red', 'black']",Palette_7de717bb
light,green,blonde,Spring,"['golden yellow', 'warm green', 'pastel blue', 'olive green', 'navy']",Palette_520db4f1
medium,green,brown,Autumn,"['warm brown', 'mustard', 'golden yellow', 'soft pink', 'jewel blue']",Palette_0869b62c
light,brown,brown,Summer,"['lavender', 'soft green', 'peach', 'olive green', 'white']",Palette_66fd6aa9
fair,green,brown,Summer,"['lavender', 'soft green', 'coral', 'olive green', 'jewel blue']",Palette_bd8c2475
fair,brown,blonde,Summer,"['grey', 'pastel blue', 'peach', 'warm brown', 'white']",Palette_bcd93574
light,blue,blonde,Spring,"['golden yellow', 'coral', 'soft pink', 'deep red', 'bright red']",Palette_28fe3937
light,hazel,brown,Summer,"['pastel blue', 'soft pink', 'coral', 'deep red', 'bright red']",Palette_79dc0ec7
lightMedium,brown,black,Spring,"['coral', 'peach', 'lavender', 'mustard', 'bright red']",Palette_1e1c0361
fair,green,blonde,Spring,"['clear turquoise', 'coral', 'pastel blue', 'warm brown', 'navy']",Palette_334e9866
fair,blue,blonde,Spring,"['coral', 'peach', 'lavender', 'orange', 'black']",Palette_af48deb1
fair,blue,blonde,Spring,"['golden yellow', 'coral', 'soft green', 'deep red', 'white']",Palette_3e998e32
fairLight,blue,red,Spring,"['golden yellow', 'clear turquoise', 'pastel blue', 'warm brown', 'black']",Palette_45f486d1
fair,blue,blonde,Spring,"['clear turquoise', 'coral', 'grey', 'olive green', 'jewel blue']",Palette_293a5f84
mediumTan,brown,black,Spring,"['golden yellow', 'coral', 'lavender', 'mustard', 'jewel blue']",Palette_51041290
lightMedium,brown,brown,Autumn,"['mustard', 'warm brown', 'warm green', 'soft green', 'black']",Palette_5b3bb219
medium,brown,black,Spring,"['peach', 'coral', 'grey', 'orange', 'black']",Palette_ea4d499e
fairLight,hazel,red,Spring,"['clear turquoise', 'warm green', 'soft pink', 'orange', 'bright red']",Palette_609810d8
light,green,brown,Summer,"['pastel blue', 'lavender', 'peach', 'olive green', 'navy']",Palette_5b656518
medium,brown,black,Spring,"['golden yellow', 'peach', 'grey', 'warm brown', 'navy']",Palette_bfe22a57
lightMedium,brown,black,Spring,"['warm green', 'coral', 'soft green', 'warm brown', 'white']",Palette_7c6fe0d7
fair,blue,blonde,Spring,"['peach', 'golden yellow', 'soft green', 'olive green', 'jewel blue']",Palette_f0906591
fair,green,brown,Summer,"['pastel blue', 'soft green', 'warm green', 'deep red', 'white']",Palette_37adf054
